,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
7893,2029330,48,9e Arrondissement,98%,80%,Entire home/apt,67,129.0,"['email', 'phone']",1 bath,1000.0,Nicolas,49577144,1.0,bath,49577144
7894,74002130,0,9e Arrondissement,0%,100%,Shared room,9,15.0,"['email', 'phone']",1 shared bath,263.0,Flo,49579069,1.0,shared bath,49579069
7895,54192473,8,4e Arrondissement,100%,100%,Entire home/apt,19,81.0,"['email', 'phone']",1 bath,1000.0,Florian,49579285,1.0,bath,49579285
7896,226216922,40,4e Arrondissement,100%,100%,Entire home/apt,32,110.0,"['email', 'phone']",2 baths,1000.0,David,49581014,2.0,baths,49581014
7897,226216922,21,7e Arrondissement,100%,100%,Entire home/apt,37,80.0,"['email', 'phone']",1 bath,1000.0,David,49582279,1.0,bath,49582279
7898,226216922,17,7e Arrondissement,100%,100%,Entire home/apt,31,74.0,"['email', 'phone']",1 bath,1000.0,David,49584934,1.0,bath,49584934
7900,371011808,5,7e Arrondissement,38%,100%,Private room,15,45.0,"['email', 'phone']",1 shared bath,390.0,Isabelle,49585945,1.0,shared bath,49585945
7902,226216922,17,7e Arrondissement,100%,100%,Entire home/apt,33,74.0,"['email', 'phone']",1 bath,1000.0,David,49602910,1.0,bath,49602910
7903,8067536,22,7e Arrondissement,99%,98%,Entire home/apt,22,104.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,49604011,1.5,baths,49604011
7904,226216922,34,3e Arrondissement,100%,100%,Entire home/apt,30,110.0,"['email', 'phone']",1 bath,1000.0,David,49604733,1.0,bath,49604733
7905,40829455,1,5e Arrondissement,100%,100%,Entire home/apt,54,100.0,"['email', 'phone']",1 bath,1000.0,Aurélie,49606570,1.0,bath,49606570
7906,137075766,6,2e Arrondissement,90%,100%,Entire home/apt,60,350.0,"['email', 'phone']",1 bath,1000.0,Ylan,49607029,1.0,bath,49607029
7907,40829455,22,5e Arrondissement,100%,100%,Entire home/apt,55,100.0,"['email', 'phone']",1 bath,1000.0,Aurélie,49608514,1.0,bath,49608514
7908,79560575,16,3e Arrondissement,100%,100%,Entire home/apt,12,51.0,"['email', 'phone']",1 bath,248.0,Marie-Lou,49613456,1.0,bath,49613456
7909,226216922,63,1er Arrondissement,100%,100%,Entire home/apt,36,129.0,"['email', 'phone']",1 bath,1000.0,David,49621465,1.0,bath,49621465
7910,71360013,6,9e Arrondissement,96%,90%,Private room,10,28.0,"['email', 'phone']",1 shared bath,285.0,Elly,49623276,1.0,shared bath,49623276
7911,319512702,38,2e Arrondissement,98%,97%,Entire home/apt,28,140.0,"['email', 'phone']",2 baths,1000.0,Sébastien,49625191,2.0,baths,49625191
7912,319512702,19,8e Arrondissement,98%,97%,Entire home/apt,24,50.0,"['email', 'phone']",2 baths,1000.0,Sébastien,49626779,2.0,baths,49626779
7913,226216922,32,1er Arrondissement,100%,100%,Entire home/apt,31,78.0,"['email', 'phone']",1 bath,1000.0,David,49626883,1.0,bath,49626883
7914,14388260,6,4e Arrondissement,50%,100%,Entire home/apt,22,125.0,"['email', 'phone']",1 bath,1000.0,Alper,49628537,1.0,bath,49628537
7915,369826491,14,7e Arrondissement,97%,98%,Entire home/apt,22,49.0,"['email', 'phone']",1 bath,1000.0,WeHost,49628900,1.0,bath,49628900
7916,226216922,25,7e Arrondissement,100%,100%,Entire home/apt,30,87.0,"['email', 'phone']",1 bath,1000.0,David,49643257,1.0,bath,49643257
7917,226216922,28,7e Arrondissement,100%,100%,Entire home/apt,31,78.0,"['email', 'phone']",1 bath,1000.0,David,49644675,1.0,bath,49644675
7918,357385253,37,5e Arrondissement,98%,100%,Entire home/apt,24,77.0,"['email', 'phone']",1 bath,1000.0,Eric,49644887,1.0,bath,49644887
7919,226216922,14,7e Arrondissement,100%,100%,Entire home/apt,32,80.0,"['email', 'phone']",1 bath,1000.0,David,49646078,1.0,bath,49646078
7920,155608828,16,1er Arrondissement,95%,100%,Entire home/apt,22,60.0,"['email', 'phone']",1 bath,303.0,Alam,49651701,1.0,bath,49651701
7921,23251973,25,7e Arrondissement,88%,100%,Entire home/apt,32,86.0,"['email', 'phone']",1 bath,535.0,Christelle,49653844,1.0,bath,49653844
7922,75744005,72,3e Arrondissement,83%,100%,Entire home/apt,42,131.0,"['email', 'phone']",1 bath,817.0,Sabrina,49655651,1.0,bath,49655651
7925,86945820,8,8e Arrondissement,99%,80%,Private room,27,50.0,"['email', 'phone']",1 shared bath,1000.0,Dylan,49680471,1.0,shared bath,49680471
7926,200474963,1,3e Arrondissement,81%,100%,Entire home/apt,9,80.0,"['email', 'phone']",1 bath,180.0,Alm,49684900,1.0,bath,49684900
7928,337033473,0,3e Arrondissement,100%,100%,Entire home/apt,45,714.0,"['email', 'phone']",1 bath,562.0,Victor,49694942,1.0,bath,49694942
7929,144836951,75,3e Arrondissement,61%,79%,Private room,15,39.0,"['email', 'phone']",1 shared bath,752.0,Marie Christine,49696271,1.0,shared bath,49696271
7930,38944242,15,7e Arrondissement,100%,100%,Entire home/apt,22,100.0,"['email', 'phone']",1 bath,533.0,Madeleine,49697621,1.0,bath,49697621
7931,263176825,16,6e Arrondissement,87%,100%,Entire home/apt,19,90.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Kadidja,49716378,1.0,bath,49716378
7932,226216922,29,6e Arrondissement,100%,100%,Entire home/apt,31,78.0,"['email', 'phone']",1 bath,1000.0,David,49720024,1.0,bath,49720024
7933,226216922,5,3e Arrondissement,100%,100%,Entire home/apt,33,74.0,"['email', 'phone']",1 bath,1000.0,David,49720596,1.0,bath,49720596
7934,5931758,2,2e Arrondissement,100%,100%,Entire home/apt,18,115.0,"['email', 'phone']",1 bath,1000.0,2beapart,49720637,1.0,bath,49720637
7936,226216922,15,3e Arrondissement,100%,100%,Entire home/apt,32,98.0,"['email', 'phone']",1 bath,1000.0,David,49721496,1.0,bath,49721496
7937,226216922,15,6e Arrondissement,100%,100%,Entire home/apt,27,76.0,"['email', 'phone']",1 bath,1000.0,David,49722301,1.0,bath,49722301
7938,226216922,27,6e Arrondissement,100%,100%,Entire home/apt,30,76.0,"['email', 'phone']",1 bath,1000.0,David,49724200,1.0,bath,49724200
7939,10758726,2,5e Arrondissement,43%,94%,Entire home/apt,21,367.0,"['email', 'phone']",2 baths,1000.0,Claire,49727217,2.0,baths,49727217
7940,74152040,40,1er Arrondissement,98%,80%,Private room,18,40.0,"['email', 'phone']",1 shared bath,447.0,Pauline,49732118,1.0,shared bath,49732118
7941,341522454,8,3e Arrondissement,40%,100%,Entire home/apt,51,130.0,"['email', 'phone']",2 baths,1000.0,Samia,49733633,2.0,baths,49733633
7942,36878337,4,4e Arrondissement,80%,100%,Entire home/apt,13,165.0,"['email', 'phone']",1 bath,799.0,Marie,49740033,1.0,bath,49740033
7943,8909144,3,9e Arrondissement,100%,100%,Entire home/apt,31,25.0,"['email', 'phone']",1 bath,777.0,Vanessa,49740896,1.0,bath,49740896
7944,319512702,33,2e Arrondissement,98%,97%,Entire home/apt,29,110.0,"['email', 'phone']",1 bath,1000.0,Sébastien,49743555,1.0,bath,49743555
7945,367837113,6,5e Arrondissement,90%,100%,Entire home/apt,43,500.0,"['email', 'phone']",3 baths,1000.0,Sébastien,49747114,3.0,baths,49747114
7946,226216922,29,6e Arrondissement,100%,100%,Entire home/apt,29,76.0,"['email', 'phone']",1 bath,1000.0,David,49747345,1.0,bath,49747345
7947,226216922,15,6e Arrondissement,100%,100%,Entire home/apt,30,76.0,"['email', 'phone']",1 bath,1000.0,David,49747714,1.0,bath,49747714
7948,226216922,20,6e Arrondissement,100%,100%,Entire home/apt,25,76.0,"['email', 'phone']",1 bath,1000.0,David,49748809,1.0,bath,49748809
7949,13479362,34,7e Arrondissement,88%,80%,Private room,41,60.0,['email'],1 private bath,382.0,Gui,49756088,1.0,private bath,49756088
7951,74117480,42,5e Arrondissement,95%,100%,Entire home/apt,37,110.0,"['email', 'phone']",1 bath,1000.0,Julie,49765712,1.0,bath,49765712
7952,369826491,11,3e Arrondissement,97%,98%,Entire home/apt,39,68.0,"['email', 'phone']",1 bath,1000.0,WeHost,49772009,1.0,bath,49772009
7953,284809010,1,7e Arrondissement,55%,83%,Entire home/apt,12,150.0,"['email', 'phone']",1 bath,568.0,Stéphanie,49773012,1.0,bath,49773012
7954,81446597,1,3e Arrondissement,0%,0%,Entire home/apt,17,50.0,"['email', 'phone']",1 bath,819.0,Stéphanie,49783269,1.0,bath,49783269
7955,226216922,19,6e Arrondissement,100%,100%,Entire home/apt,30,76.0,"['email', 'phone']",1 bath,1000.0,David,49783724,1.0,bath,49783724
7956,226216922,44,3e Arrondissement,100%,100%,Entire home/apt,27,86.0,"['email', 'phone']",1 bath,1000.0,David,49784019,1.0,bath,49784019
7957,226216922,46,9e Arrondissement,100%,100%,Entire home/apt,37,90.0,"['email', 'phone']",1 bath,1000.0,David,49787903,1.0,bath,49787903
7958,226216922,18,6e Arrondissement,100%,100%,Entire home/apt,25,73.0,"['email', 'phone']",1 bath,1000.0,David,49788620,1.0,bath,49788620
7959,36533286,8,3e Arrondissement,73%,100%,Entire home/apt,41,55.0,"['email', 'phone', 'work_email']",1 bath,495.0,Louise,49790331,1.0,bath,49790331
7960,4203698,11,6e Arrondissement,65%,89%,Entire home/apt,42,270.0,"['email', 'phone']",2 baths,1000.0,Amandine,49794256,2.0,baths,49794256
7963,226216922,55,5e Arrondissement,100%,100%,Entire home/apt,29,93.0,"['email', 'phone']",1 bath,1000.0,David,49802500,1.0,bath,49802500
7964,226216922,16,3e Arrondissement,100%,100%,Entire home/apt,25,68.0,"['email', 'phone']",1 bath,1000.0,David,49804218,1.0,bath,49804218
7965,27030975,15,6e Arrondissement,96%,100%,Entire home/apt,38,150.0,"['email', 'phone', 'work_email']",1 bath,860.0,Antoine,49809804,1.0,bath,49809804
7967,167712790,13,5e Arrondissement,98%,100%,Entire home/apt,16,40.0,"['email', 'phone']",1 bath,1000.0,Romain,49832343,1.0,bath,49832343
7968,221009569,37,3e Arrondissement,87%,100%,Private room,15,42.0,"['email', 'phone']",1 shared bath,480.0,Jeanne,49844932,1.0,shared bath,49844932
7971,357414784,0,7e Arrondissement,0%,0%,Entire home/apt,16,60.0,['phone'],1 bath,648.0,Rachid,49848619,1.0,bath,49848619
7972,58378682,23,8e Arrondissement,83%,100%,Entire home/apt,22,76.0,"['email', 'phone']",1 bath,463.0,Maxime,49850766,1.0,bath,49850766
7973,15747571,3,8e Arrondissement,50%,100%,Private room,18,40.0,"['email', 'phone']",1 private bath,332.0,Caroline,49853392,1.0,private bath,49853392
7974,10071594,3,3e Arrondissement,67%,50%,Entire home/apt,33,129.0,"['email', 'phone']",1 bath,452.0,Teva,49854598,1.0,bath,49854598
7976,328754726,19,3e Arrondissement,73%,80%,Private room,20,29.0,"['email', 'phone']",1 shared bath,388.0,Cédric,49866034,1.0,shared bath,49866034
7978,226216922,76,1er Arrondissement,100%,100%,Entire home/apt,28,165.0,"['email', 'phone']",1 bath,1000.0,David,49870158,1.0,bath,49870158
7979,168526277,40,7e Arrondissement,100%,99%,Entire home/apt,17,79.0,"['email', 'phone']",1 bath,730.0,Brice,49870225,1.0,bath,49870225
7980,5274721,65,6e Arrondissement,99%,100%,Entire home/apt,37,64.0,"['email', 'phone']",1 bath,889.0,Guillaume,49870986,1.0,bath,49870986
7981,226216922,30,8e Arrondissement,100%,100%,Entire home/apt,36,80.0,"['email', 'phone']",1 bath,1000.0,David,49871366,1.0,bath,49871366
7982,169499449,8,1er Arrondissement,99%,99%,Entire home/apt,20,71.0,"['email', 'phone']",1 bath,1000.0,Welkeys,49873201,1.0,bath,49873201
7984,390632416,59,1er Arrondissement,92%,89%,Entire home/apt,31,65.0,"['email', 'phone']",1.5 baths,601.0,Juliette,49881180,1.5,baths,49881180
7985,226216922,24,6e Arrondissement,100%,100%,Entire home/apt,28,74.0,"['email', 'phone']",1 bath,1000.0,David,49895862,1.0,bath,49895862
7986,226216922,14,8e Arrondissement,100%,100%,Entire home/apt,28,74.0,"['email', 'phone']",1 bath,1000.0,David,49896382,1.0,bath,49896382
7987,226216922,29,7e Arrondissement,100%,100%,Entire home/apt,29,74.0,"['email', 'phone']",1 bath,1000.0,David,49897220,1.0,bath,49897220
7990,42817870,11,3e Arrondissement,60%,100%,Private room,30,40.0,"['email', 'phone']",1 private bath,905.0,Chloé,49938961,1.0,private bath,49938961
7991,226216922,39,1er Arrondissement,100%,100%,Entire home/apt,32,146.0,"['email', 'phone']",1 bath,1000.0,David,49939057,1.0,bath,49939057
7992,226216922,36,3e Arrondissement,100%,100%,Entire home/apt,28,80.0,"['email', 'phone']",1 bath,1000.0,David,49939726,1.0,bath,49939726
7993,107544249,43,6e Arrondissement,100%,100%,Entire home/apt,44,129.0,"['email', 'phone']",2 baths,665.0,Alexandre,49954872,2.0,baths,49954872
7994,226216922,2,7e Arrondissement,100%,100%,Entire home/apt,32,48.0,"['email', 'phone']",1 bath,1000.0,David,49956128,1.0,bath,49956128
7995,42622609,14,3e Arrondissement,80%,100%,Private room,35,40.0,"['email', 'phone']",1 shared bath,186.0,Romain,49956839,1.0,shared bath,49956839
7996,226216922,3,4e Arrondissement,100%,100%,Entire home/apt,24,79.0,"['email', 'phone']",1 bath,1000.0,David,49957070,1.0,bath,49957070
7997,68220468,24,3e Arrondissement,100%,100%,Entire home/apt,37,59.0,"['email', 'phone', 'work_email']",1 bath,987.0,Julie,49957869,1.0,bath,49957869
7998,26571077,4,7e Arrondissement,75%,100%,Entire home/apt,35,90.0,"['email', 'phone']",1 bath,372.0,Laurence,49976935,1.0,bath,49976935
7999,226216922,25,1er Arrondissement,100%,100%,Entire home/apt,28,86.0,"['email', 'phone']",1 bath,1000.0,David,49978073,1.0,bath,49978073
8000,226216922,33,9e Arrondissement,100%,100%,Entire home/apt,32,86.0,"['email', 'phone']",1 bath,1000.0,David,49978498,1.0,bath,49978498
8001,369826491,9,6e Arrondissement,97%,98%,Entire home/apt,35,97.0,"['email', 'phone']",1 bath,1000.0,WeHost,49988997,1.0,bath,49988997
8002,226216922,23,3e Arrondissement,100%,100%,Entire home/apt,32,92.0,"['email', 'phone']",1 bath,1000.0,David,49991765,1.0,bath,49991765
8003,114867928,12,7e Arrondissement,100%,100%,Entire home/apt,32,200.0,"['email', 'phone']",2 baths,293.0,Louis,49991775,2.0,baths,49991775
8004,2026219,60,1er Arrondissement,95%,100%,Entire home/apt,25,51.0,"['email', 'phone']",1 bath,1000.0,Sébastien,49997111,1.0,bath,49997111
8005,381469332,42,8e Arrondissement,96%,100%,Entire home/apt,38,89.0,"['email', 'phone']",1 bath,194.0,Amira,49999872,1.0,bath,49999872
8006,80161376,26,2e Arrondissement,97%,100%,Entire home/apt,30,91.0,"['email', 'phone']",1 bath,386.0,Lise,50001125,1.0,bath,50001125
8007,22742963,4,9e Arrondissement,80%,100%,Entire home/apt,22,253.0,"['email', 'phone']",3 baths,1000.0,Isabelle,50015278,3.0,baths,50015278
8008,139608556,96,5e Arrondissement,100%,95%,Private room,41,33.0,"['email', 'phone']",1 shared bath,700.0,Rose-Marie,50016055,1.0,shared bath,50016055
8010,24787682,1,2e Arrondissement,91%,100%,Entire home/apt,41,380.0,['phone'],4 baths,1000.0,Julie & Yann,50019388,4.0,baths,50019388
8011,139608556,90,5e Arrondissement,100%,95%,Private room,48,28.0,"['email', 'phone']",1 shared bath,1000.0,Rose-Marie,50037050,1.0,shared bath,50037050
8013,226216922,11,6e Arrondissement,100%,100%,Entire home/apt,38,187.0,"['email', 'phone']",1 bath,1000.0,David,50039552,1.0,bath,50039552
8015,226216922,35,2e Arrondissement,100%,100%,Entire home/apt,24,92.0,"['email', 'phone']",1 bath,1000.0,David,50040736,1.0,bath,50040736
8017,226216922,14,6e Arrondissement,100%,100%,Entire home/apt,38,204.0,"['email', 'phone']",1 bath,1000.0,David,50043007,1.0,bath,50043007
8018,226216922,51,6e Arrondissement,100%,100%,Entire home/apt,38,248.0,"['email', 'phone']",1 bath,1000.0,David,50043328,1.0,bath,50043328
8020,226216922,16,3e Arrondissement,100%,100%,Entire home/apt,33,80.0,"['email', 'phone']",1 bath,1000.0,David,50043727,1.0,bath,50043727
8021,212100499,18,9e Arrondissement,92%,100%,Entire home/apt,14,70.0,"['email', 'phone']",1 bath,488.0,Hanane,50045331,1.0,bath,50045331
8023,367837113,2,5e Arrondissement,90%,100%,Entire home/apt,39,350.0,"['email', 'phone']",3 baths,1000.0,Sébastien,50047544,3.0,baths,50047544
8024,168526277,58,3e Arrondissement,100%,99%,Entire home/apt,23,79.0,"['email', 'phone']",1 bath,711.0,Brice,50056983,1.0,bath,50056983
8026,8180981,5,9e Arrondissement,88%,100%,Entire home/apt,52,275.0,"['email', 'phone']",2 baths,1000.0,Charlotte,50066029,2.0,baths,50066029
8029,210842754,19,6e Arrondissement,100%,100%,Entire home/apt,36,117.0,"['email', 'phone']",1 bath,281.0,Gilles,50076736,1.0,bath,50076736
8030,403962509,52,5e Arrondissement,100%,100%,Private room,10,35.0,"['email', 'phone']",1.5 baths,741.0,Julie,50079536,1.5,baths,50079536
8033,403976540,79,3e Arrondissement,99%,100%,Entire home/apt,47,79.0,"['email', 'phone']",1 bath,1000.0,Business Or Leisure SAS,50085074,1.0,bath,50085074
8036,260231679,80,8e Arrondissement,89%,0%,Entire home/apt,33,53.0,"['email', 'phone']",1 bath,108.0,Tawoso,50109282,1.0,bath,50109282
8039,404451938,12,7e Arrondissement,75%,100%,Entire home/apt,23,65.0,"['email', 'phone']",1 bath,473.0,Philippe,50123968,1.0,bath,50123968
8040,36686911,9,1er Arrondissement,100%,100%,Entire home/apt,38,130.0,"['email', 'phone']",1 bath,697.0,Fady,50128015,1.0,bath,50128015
8041,8067536,42,7e Arrondissement,99%,98%,Entire home/apt,22,110.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,50128756,1.5,baths,50128756
8042,15747538,3,9e Arrondissement,100%,100%,Entire home/apt,52,280.0,"['email', 'phone', 'work_email']",1 bath,795.0,Thomas,50130466,1.0,bath,50130466
8043,98265139,8,8e Arrondissement,70%,100%,Private room,38,100.0,"['email', 'phone']",1 private bath,1000.0,Elodie,50130648,1.0,private bath,50130648
8044,68253087,28,7e Arrondissement,89%,100%,Entire home/apt,22,94.0,"['email', 'phone']",1 bath,722.0,Julien,50133193,1.0,bath,50133193
8045,113386834,0,8e Arrondissement,0%,67%,Entire home/apt,10,36.0,['phone'],1 bath,440.0,Anthony,50133387,1.0,bath,50133387
8046,139608556,22,5e Arrondissement,100%,95%,Private room,37,30.0,"['email', 'phone']",1 shared bath,606.0,Rose-Marie,50139670,1.0,shared bath,50139670
8047,404462231,7,3e Arrondissement,64%,100%,Entire home/apt,10,98.0,['phone'],1 bath,105.0,Guillaumr,50141159,1.0,bath,50141159
8049,168526277,18,3e Arrondissement,100%,99%,Entire home/apt,14,67.0,"['email', 'phone']",1 bath,889.0,Brice,50143827,1.0,bath,50143827
8050,401906196,26,7e Arrondissement,72%,100%,Private room,24,40.0,"['email', 'phone']",1 shared bath,804.0,Julia,50147063,1.0,shared bath,50147063
8051,8067536,41,6e Arrondissement,99%,98%,Entire home/apt,19,81.0,"['email', 'phone']",1.5 baths,1000.0,Nicolas,50148719,1.5,baths,50148719
8052,170732590,12,3e Arrondissement,93%,100%,Entire home/apt,25,60.0,"['email', 'phone']",1 bath,862.0,Camille,50150851,1.0,bath,50150851
8054,2524009,4,6e Arrondissement,85%,100%,Entire home/apt,35,78.0,"['email', 'phone']",1 bath,1000.0,"Séverine , Julien",50153794,1.0,bath,50153794
8056,334754969,2,1er Arrondissement,0%,14%,Entire home/apt,10,100.0,"['email', 'phone']",1 bath,544.0,Emilie,50160944,1.0,bath,50160944
8058,226216922,14,3e Arrondissement,100%,100%,Entire home/apt,34,89.0,"['email', 'phone']",1 bath,1000.0,David,50162629,1.0,bath,50162629
8060,359049855,0,5e Arrondissement,100%,100%,Entire home/apt,17,54.0,"['email', 'phone']",1 bath,382.0,Hajar,50165568,1.0,bath,50165568
8063,5528089,122,5e Arrondissement,99%,100%,Private room,16,37.0,"['email', 'phone']",1 shared bath,1000.0,Katie,50186117,1.0,shared bath,50186117
8064,155608828,5,1er Arrondissement,95%,100%,Entire home/apt,11,98.0,"['email', 'phone']",1 bath,40.0,Alam,50193805,1.0,bath,50193805
8065,168526277,30,3e Arrondissement,100%,99%,Entire home/apt,22,90.0,"['email', 'phone']",1 bath,889.0,Brice,50196187,1.0,bath,50196187
8066,132994635,0,5e Arrondissement,100%,100%,Entire home/apt,49,400.0,['phone'],2 baths,1000.0,Mailys,50196415,2.0,baths,50196415
8067,125585291,9,1er Arrondissement,53%,40%,Private room,17,45.0,"['email', 'phone']",1 shared bath,612.0,Margot,50202443,1.0,shared bath,50202443
8070,169499449,30,1er Arrondissement,99%,99%,Entire home/apt,18,48.0,"['email', 'phone']",1 bath,1000.0,Welkeys,50208981,1.0,bath,50208981
8072,201740461,0,2e Arrondissement,94%,87%,Entire home/apt,26,158.0,"['email', 'phone']",1 bath,1000.0,Your.Rentals,50225267,1.0,bath,50225267
8073,201740461,0,2e Arrondissement,94%,87%,Entire home/apt,20,133.0,"['email', 'phone']",1 bath,1000.0,Your.Rentals,50225268,1.0,bath,50225268
8074,201740461,5,2e Arrondissement,94%,87%,Private room,25,120.0,"['email', 'phone']",1 private bath,1000.0,Your.Rentals,50225269,1.0,private bath,50225269
8075,190775852,17,3e Arrondissement,85%,80%,Entire home/apt,21,54.0,"['email', 'phone']",1 bath,110.0,Benoit,50226091,1.0,bath,50226091
8077,135877199,17,3e Arrondissement,95%,100%,Entire home/apt,36,63.0,"['email', 'phone']",1 bath,482.0,Sonia,50242922,1.0,bath,50242922
8078,149591876,51,2e Arrondissement,99%,100%,Entire home/apt,52,88.0,"['email', 'phone']",1 bath,1000.0,Damien,50244927,1.0,bath,50244927
8079,240752,5,5e Arrondissement,64%,90%,Entire home/apt,56,148.0,"['email', 'phone']",2 baths,783.0,Maxime,50249995,2.0,baths,50249995
8080,342795913,6,4e Arrondissement,46%,75%,Private room,14,35.0,"['email', 'phone']",1 shared bath,623.0,Jacqueline,50252955,1.0,shared bath,50252955
8081,403976540,76,3e Arrondissement,99%,100%,Entire home/apt,46,82.0,"['email', 'phone']",1 bath,976.0,Business Or Leisure SAS,50253184,1.0,bath,50253184
8082,87711020,6,4e Arrondissement,93%,100%,Entire home/apt,23,95.0,"['email', 'phone']",1 bath,1000.0,Béatrice,50253550,1.0,bath,50253550
8083,226216922,40,6e Arrondissement,100%,100%,Entire home/apt,33,92.0,"['email', 'phone']",1 bath,1000.0,David,50254640,1.0,bath,50254640
8084,23321351,35,4e Arrondissement,97%,91%,Entire home/apt,32,104.0,"['phone', 'work_email']",1 bath,1000.0,Héloise,50257443,1.0,bath,50257443
8086,28272076,54,2e Arrondissement,99%,100%,Entire home/apt,21,225.0,"['email', 'phone', 'work_email']",2 baths,1000.0,Sebastien,50258532,2.0,baths,50258532
8087,20506535,3,4e Arrondissement,25%,100%,Entire home/apt,31,45.0,"['email', 'phone']",1 bath,329.0,Matthieu,50260048,1.0,bath,50260048
8088,405779723,0,7e Arrondissement,0%,50%,Entire home/apt,7,55.0,"['email', 'phone']",1 bath,404.0,Rene,50260081,1.0,bath,50260081
8089,65461198,17,6e Arrondissement,95%,100%,Entire home/apt,34,86.0,"['email', 'phone']",1 bath,548.0,Jean Baptiste,50273267,1.0,bath,50273267
8090,10758726,2,9e Arrondissement,43%,94%,Entire home/apt,29,635.0,"['email', 'phone']",4 baths,1000.0,Claire,50273898,4.0,baths,50273898
8091,319512702,15,3e Arrondissement,98%,97%,Entire home/apt,27,65.0,"['email', 'phone']",1 bath,1000.0,Sébastien,50276526,1.0,bath,50276526
8092,28969444,9,4e Arrondissement,58%,0%,Entire home/apt,36,70.0,"['email', 'phone']",1 bath,535.0,Elodie,50279054,1.0,bath,50279054
8093,326975012,71,7e Arrondissement,100%,99%,Entire home/apt,16,86.0,"['email', 'phone']",1 bath,933.0,Florian,50279912,1.0,bath,50279912
8094,91514951,2,8e Arrondissement,74%,100%,Private room,11,25.0,"['email', 'phone']",1 shared bath,352.0,Samuel,50280884,1.0,shared bath,50280884
8096,111798140,30,6e Arrondissement,56%,100%,Entire home/apt,15,76.0,"['email', 'phone']",1 bath,501.0,Quentin,50287246,1.0,bath,50287246
8097,199692288,20,9e Arrondissement,96%,100%,Entire home/apt,27,101.0,['phone'],1 bath,377.0,Christine,50287485,1.0,bath,50287485
8098,149674862,26,6e Arrondissement,100%,87%,Entire home/apt,38,70.0,"['email', 'phone']",1 bath,470.0,Arthur,50295018,1.0,bath,50295018
8101,226216922,24,3e Arrondissement,100%,100%,Entire home/apt,32,68.0,"['email', 'phone']",1 bath,1000.0,David,50300044,1.0,bath,50300044
8103,20650437,10,8e Arrondissement,58%,71%,Entire home/apt,44,80.0,['phone'],1 bath,1000.0,Maud,50305557,1.0,bath,50305557
8104,391972040,32,1er Arrondissement,62%,100%,Entire home/apt,27,52.0,['phone'],1 bath,1000.0,Martha,50311235,1.0,bath,50311235
8105,49830604,5,3e Arrondissement,40%,100%,Private room,29,42.0,"['email', 'phone']",1 shared bath,943.0,Lucy,50317399,1.0,shared bath,50317399
8106,309465461,25,7e Arrondissement,37%,50%,Entire home/apt,8,59.0,['phone'],1 bath,747.0,Lola,50319652,1.0,bath,50319652
8112,44056686,10,3e Arrondissement,97%,80%,Entire home/apt,17,65.0,"['email', 'phone']",1 bath,862.0,Mathieu,50340904,1.0,bath,50340904
8113,10758726,2,9e Arrondissement,43%,94%,Entire home/apt,28,695.0,"['email', 'phone']",3 baths,1000.0,Claire,50341079,3.0,baths,50341079
8114,4505614,13,9e Arrondissement,100%,100%,Entire home/apt,25,80.0,"['email', 'phone']",1 bath,537.0,Francoise,50351469,1.0,bath,50351469
8115,266734039,3,9e Arrondissement,93%,100%,Entire home/apt,24,71.0,"['email', 'phone']",1 bath,356.0,Hatem,50354616,1.0,bath,50354616
8116,367837113,1,9e Arrondissement,90%,100%,Entire home/apt,34,380.0,"['email', 'phone']",2 baths,1000.0,Sébastien,50375135,2.0,baths,50375135
8117,367837113,0,9e Arrondissement,90%,100%,Entire home/apt,33,330.0,"['email', 'phone']",2 baths,1000.0,Sébastien,50376120,2.0,baths,50376120
8118,57834174,24,1er Arrondissement,44%,89%,Private room,27,65.0,"['email', 'phone']",1 shared bath,322.0,Alice,50384636,1.0,shared bath,50384636
8119,392782153,1,6e Arrondissement,100%,0%,Entire home/apt,15,90.0,"['email', 'phone']",1 bath,237.0,Jamal,50385951,1.0,bath,50385951
8120,184750514,0,8e Arrondissement,100%,100%,Private room,8,20.0,"['email', 'phone']",1 shared 1 half-bath,6.0,Xuejun,50386076,1.0,shared 1 half-bath,50386076
8121,130229904,55,3e Arrondissement,96%,100%,Entire home/apt,28,163.0,"['email', 'phone']",1 bath,967.0,Baptiste,50387469,1.0,bath,50387469
8122,13694546,5,5e Arrondissement,83%,100%,Entire home/apt,39,37.0,"['email', 'phone']",1 bath,519.0,Joan,50398384,1.0,bath,50398384
8123,18432704,2,3e Arrondissement,97%,100%,Entire home/apt,17,75.0,"['email', 'phone']",1 bath,978.0,Saadia,50404607,1.0,bath,50404607
8126,184014977,6,4e Arrondissement,71%,100%,Entire home/apt,26,90.0,"['email', 'phone']",1 bath,316.0,Simon & Coline,50409699,1.0,bath,50409699
8127,18468817,52,6e Arrondissement,99%,88%,Private room,27,41.0,"['email', 'phone']",1 private bath,877.0,Florence,50411187,1.0,private bath,50411187
