,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
213,89851635,52,Boucau,88%,100%,Entire home/apt,47,38.0,"['email', 'phone']",1 bath,1000.0,Nadège,14531202,1.0,bath,14531202
214,148757323,5,Boucau,73%,100%,Entire home/apt,47,350.0,"['email', 'phone']",2 baths,522.0,Cédric,49726255,2.0,baths,49726255
216,29989122,7,Bayonne,70%,100%,Entire home/apt,50,90.0,"['email', 'phone']",1 bath,1000.0,Clémence,627316179945849010,1.0,bath,627316179945849010
218,352658042,2,Hendaye,100%,100%,Entire home/apt,26,320.0,"['email', 'phone']",1 bath,392.0,Arantxa,48238296,1.0,bath,48238296
219,142883466,34,Hendaye,95%,100%,Private room,15,43.0,"['email', 'phone', 'work_email']",1 private bath,686.0,José Gregorio,27632256,1.0,private bath,27632256
220,192124536,1,Boucau,40%,80%,Entire home/apt,37,115.0,"['email', 'phone']",1 bath,538.0,Emmanuelle,677974585959941829,1.0,bath,677974585959941829
224,266101544,19,Boucau,95%,100%,Entire home/apt,34,90.0,"['email', 'phone']",1.5 baths,220.0,Jean Luc,51588879,1.5,baths,51588879
225,134582213,23,Boucau,100%,100%,Entire home/apt,53,60.0,"['email', 'phone']",1.5 baths,1000.0,Nathalie,19225785,1.5,baths,19225785
229,80463557,19,Hendaye,100%,100%,Entire home/apt,23,190.0,"['email', 'phone']",2 baths,1000.0,"Smiling Rentals, S.L.",13743148,2.0,baths,13743148
230,28139640,75,Anglet,96%,100%,Entire home/apt,41,80.0,"['email', 'phone']",1 bath,1000.0,Joel,28834360,1.0,bath,28834360
231,46004833,2,Boucau,86%,100%,Entire home/apt,45,250.0,"['email', 'phone']",2 baths,470.0,Nicoffiot,597809540159419440,2.0,baths,597809540159419440
232,80463557,14,Hendaye,100%,100%,Entire home/apt,23,190.0,"['email', 'phone']",1.5 baths,1000.0,"Smiling Rentals, S.L.",13965297,1.5,baths,13965297
233,102620415,17,Hendaye,63%,100%,Entire home/apt,22,250.0,"['email', 'phone']",3.5 baths,127.0,Marta,15843269,3.5,baths,15843269
234,415638541,27,Hendaye,100%,100%,Entire home/apt,54,93.0,"['email', 'phone']",1 bath,180.0,Francisco-Jose,51383455,1.0,bath,51383455
235,184945495,3,Boucau,99%,99%,Entire home/apt,24,183.0,"['email', 'phone']",1 bath,1000.0,Welkeys,54257573,1.0,bath,54257573
236,261481339,18,Came,100%,100%,Entire home/apt,53,51.0,"['email', 'phone']",1 bath,641.0,Marcel,34658298,1.0,bath,34658298
237,7210097,3,Boucau,100%,100%,Private room,5,90.0,"['email', 'phone']",1 shared bath,55.0,Christel,670045900661754066,1.0,shared bath,670045900661754066
239,78058732,44,Hendaye,100%,91%,Entire home/apt,24,243.0,"['email', 'phone']",3 baths,1000.0,Eva Y Mikel,20808360,3.0,baths,20808360
240,367615395,50,Hendaye,100%,100%,Private room,12,51.0,['phone'],1 shared bath,37.0,Eva,51486508,1.0,shared bath,51486508
241,80463557,8,Hendaye,100%,100%,Entire home/apt,22,190.0,"['email', 'phone']",2 baths,1000.0,"Smiling Rentals, S.L.",26650051,2.0,baths,26650051
242,83076638,27,Boucau,88%,100%,Entire home/apt,27,100.0,"['email', 'phone']",1 bath,546.0,Matthieu,34911559,1.0,bath,34911559
243,126128972,90,Boucau,60%,100%,Entire home/apt,47,113.0,"['email', 'phone']",1 bath,990.0,Sylvie,18251447,1.0,bath,18251447
244,368593566,0,Boucau,50%,56%,Entire home/apt,11,200.0,"['email', 'phone']",2 baths,224.0,Clara,657251804824643946,2.0,baths,657251804824643946
245,13883350,5,Boucau,100%,100%,Entire home/apt,16,130.0,"['email', 'phone']",1 bath,241.0,Maryse,12690343,1.0,bath,12690343
246,181036617,5,Biarritz,98%,90%,Entire home/apt,25,178.0,"['email', 'phone']",1 bath,1000.0,Keyweek,42508250,1.0,bath,42508250
247,14713976,4,Boucau,25%,100%,Entire home/apt,41,360.0,"['email', 'phone']",2 baths,950.0,Déborah,22289089,2.0,baths,22289089
248,264537871,0,Bayonne,96%,100%,Entire home/apt,15,380.0,['phone'],1.5 baths,1000.0,Nathalie Et William,54191928,1.5,baths,54191928
249,167685088,7,Boucau,100%,50%,Entire home/apt,52,300.0,"['email', 'phone']",2 baths,1000.0,Aurelia,27727469,2.0,baths,27727469
250,458344577,7,Boucau,100%,100%,Entire home/apt,30,95.0,"['email', 'phone']",1 bath,1000.0,Maïder,623515281254279483,1.0,bath,623515281254279483
251,203454565,12,Boucau,100%,100%,Entire home/apt,31,60.0,"['email', 'phone']",1 bath,1000.0,Mai Chan,27038862,1.0,bath,27038862
252,160061702,32,Boucau,0%,100%,Entire home/apt,43,267.0,"['email', 'phone']",2 baths,1000.0,Claude,21933122,2.0,baths,21933122
253,363637782,14,Boucau,71%,100%,Entire home/apt,28,45.0,"['email', 'phone']",1 bath,443.0,Sylvain,45063939,1.0,bath,45063939
254,30833241,1,Boucau,33%,100%,Entire home/apt,2,58.0,"['email', 'phone']",1 bath,404.0,Catherine,606171401761959525,1.0,bath,606171401761959525
255,33795775,15,Bayonne,23%,70%,Entire home/apt,54,370.0,"['email', 'phone']",2 baths,1000.0,Estelle,43762072,2.0,baths,43762072
256,367615395,80,Hendaye,100%,100%,Private room,9,50.0,['phone'],1 private bath,50.0,Eva,45808744,1.0,private bath,45808744
257,147890959,11,Bayonne,60%,70%,Entire home/apt,48,697.0,['phone'],8.5 baths,749.0,Claudine,20671225,8.5,baths,20671225
258,157342660,2,Boucau,100%,100%,Entire home/apt,28,100.0,"['email', 'phone']",1 bath,443.0,Marie-Ange,674441275379993619,1.0,bath,674441275379993619
259,7083644,14,Boucau,88%,100%,Entire home/apt,34,71.0,"['email', 'phone']",1 bath,1000.0,Romain,36955756,1.0,bath,36955756
261,246824741,71,Anglet,100%,100%,Entire home/apt,33,124.0,['phone'],1 bath,1000.0,Alain,32812570,1.0,bath,32812570
262,202205646,2,GuÃ©thary,71%,100%,Entire home/apt,41,84.0,"['email', 'phone']",1 bath,700.0,Sk,33012962,1.0,bath,33012962
263,19225247,20,Boucau,75%,100%,Entire home/apt,41,89.0,"['email', 'phone']",1 bath,855.0,Sandra,4126216,1.0,bath,4126216
264,12187645,16,Ainhoa,100%,100%,Entire home/apt,10,240.0,"['email', 'phone']",2 baths,1000.0,Isabel,5717751,2.0,baths,5717751
265,381946136,1,Boucau,87%,90%,Entire home/apt,30,150.0,['phone'],1 bath,792.0,Sci En Amor Sylvie,47991909,1.0,bath,47991909
266,449574938,17,Boucau,90%,100%,Private room,29,45.0,"['email', 'phone']",1 shared bath,526.0,Marion,582616190207888061,1.0,shared bath,582616190207888061
267,454874938,1,Boucau,100%,100%,Entire home/apt,48,300.0,"['email', 'phone']",1 bath,550.0,Jean-Marc,607925678305625869,1.0,bath,607925678305625869
268,389647716,7,Hendaye,71%,75%,Entire home/apt,46,154.0,['phone'],1.5 baths,459.0,Galder,51249383,1.5,baths,51249383
270,412391549,2,Boucau,100%,100%,Entire home/apt,7,70.0,"['email', 'phone']",1 bath,334.0,Danièle,624485544876690871,1.0,bath,624485544876690871
271,126610491,3,Boucau,75%,100%,Entire home/apt,14,100.0,"['email', 'phone']",1 bath,313.0,Aurélie,651772699237015982,1.0,bath,651772699237015982
272,7210097,1,Boucau,100%,100%,Entire home/apt,51,330.0,"['email', 'phone']",3 baths,906.0,Christel,1330044,3.0,baths,1330044
273,104197175,11,Bidart,100%,100%,Entire home/apt,12,244.0,"['email', 'phone']",1 bath,1000.0,Ann,17809449,1.0,bath,17809449
274,407997122,1,Boucau,100%,100%,Entire home/apt,18,450.0,"['email', 'phone']",3 baths,420.0,Sylvia,632966786887555697,3.0,baths,632966786887555697
275,101214400,106,Boucau,100%,100%,Entire home/apt,48,88.0,"['email', 'phone']",1 bath,945.0,Maud,35477879,1.0,bath,35477879
277,60798275,24,Anglet,100%,90%,Entire home/apt,42,79.0,"['email', 'phone']",1 bath,1000.0,Benjamin,43442139,1.0,bath,43442139
278,258887134,15,Hendaye,81%,90%,Entire home/apt,29,116.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Tania,36584134,1.0,bath,36584134
279,189521487,6,Boucau,100%,100%,Entire home/apt,22,82.0,['phone'],1 bath,574.0,Morgane,50109964,1.0,bath,50109964
282,464256508,4,Boucau,100%,100%,Entire home/apt,36,180.0,"['email', 'phone']",2 baths,872.0,Marie Ange,665893089722185335,2.0,baths,665893089722185335
283,16757663,137,Sare,0%,50%,Private room,12,40.0,"['email', 'phone', 'work_email']",1 shared bath,1000.0,Jean Michel,3436335,1.0,shared bath,3436335
285,120244116,7,Boucau,0%,0%,Entire home/apt,14,180.0,"['email', 'phone']",1 bath,372.0,Tom,36550924,1.0,bath,36550924
286,24426650,29,Boucau,35%,100%,Entire home/apt,24,90.0,"['email', 'phone']",1 bath,750.0,Nymphea,42974577,1.0,bath,42974577
287,80463557,26,Hendaye,100%,100%,Entire home/apt,21,190.0,"['email', 'phone']",1 bath,1000.0,"Smiling Rentals, S.L.",26985476,1.0,bath,26985476
288,16757663,105,Sare,0%,50%,Private room,18,49.0,"['email', 'phone', 'work_email']",1 shared bath,1000.0,Jean Michel,3355902,1.0,shared bath,3355902
289,14150572,6,Hendaye,29%,30%,Entire home/apt,22,100.0,"['email', 'phone']",1 bath,346.0,Maria,14232564,1.0,bath,14232564
290,25490916,22,Boucau,100%,100%,Entire home/apt,60,200.0,"['email', 'phone']",1.5 baths,1000.0,Melina,5659894,1.5,baths,5659894
291,6176156,1,Boucau,100%,100%,Entire home/apt,11,100.0,"['email', 'phone']",1 bath,793.0,Jonathan,670285861694662571,1.0,bath,670285861694662571
292,418135407,1,Hendaye,100%,90%,Entire home/apt,30,198.0,"['email', 'phone']",1 bath,1000.0,Basquelidays,53901299,1.0,bath,53901299
293,78058732,12,Hendaye,100%,91%,Entire home/apt,27,275.0,"['email', 'phone']",4 baths,1000.0,Eva Y Mikel,22290991,4.0,baths,22290991
294,43206048,66,Boucau,86%,100%,Entire home/apt,68,264.0,"['email', 'phone']",3 baths,1000.0,Ludovic,8191573,3.0,baths,8191573
295,25764290,33,Boucau,93%,100%,Entire home/apt,22,54.0,"['email', 'phone']",1.5 baths,737.0,Samuel,42786808,1.5,baths,42786808
296,11512111,1,Bayonne,33%,100%,Entire home/apt,42,203.0,"['email', 'phone']",1 bath,1000.0,Serge Et Virginie,24404915,1.0,bath,24404915
297,44910810,0,Hendaye,0%,100%,Entire home/apt,30,60.0,"['email', 'phone']",1 bath,597.0,Miren,53539441,1.0,bath,53539441
298,84287570,1,Bayonne,95%,100%,Entire home/apt,49,220.0,"['email', 'phone']",2 baths,503.0,Michael,42284870,2.0,baths,42284870
299,52746131,6,Boucau,57%,50%,Entire home/apt,28,60.0,"['email', 'phone']",1 bath,364.0,Chloé,35936795,1.0,bath,35936795
300,156647553,20,Hendaye,38%,100%,Entire home/apt,35,204.0,"['email', 'phone']",1 bath,1000.0,José,21564149,1.0,bath,21564149
301,529684,26,Biarritz,88%,100%,Private room,21,130.0,"['email', 'phone']",1 private bath,887.0,Suliane,100953,1.0,private bath,100953
302,398866284,11,Boucau,100%,100%,Private room,39,90.0,['phone'],1.5 shared baths,1000.0,Etheve,50204346,1.5,shared baths,50204346
303,529684,72,Biarritz,88%,100%,Private room,22,95.0,"['email', 'phone']",1 private bath,850.0,Suliane,111027,1.0,private bath,111027
304,15215422,2,Boucau,100%,100%,Entire home/apt,40,420.0,"['email', 'phone']",2 baths,1000.0,Delphine,597549285095209847,2.0,baths,597549285095209847
305,1031250,15,Biarritz,100%,100%,Entire home/apt,24,160.0,"['email', 'phone']",1 bath,1000.0,Laurence,209295,1.0,bath,209295
306,94206054,72,Boucau,100%,100%,Entire home/apt,25,90.0,"['email', 'phone']",1 bath,542.0,Caroline,43556753,1.0,bath,43556753
307,2322176,36,Biarritz,50%,90%,Private room,17,85.0,"['email', 'phone', 'work_email']",1 shared bath,1000.0,Alexandra,314186,1.0,shared bath,314186
309,1673093,37,Urrugne,42%,100%,Entire home/apt,62,374.0,"['email', 'phone']",3.5 baths,1000.0,Sonia,327264,3.5,baths,327264
310,1784503,50,Anglet,100%,100%,Entire home/apt,52,68.0,"['email', 'phone']",1 bath,1000.0,Eric,352381,1.0,bath,352381
311,1806320,18,GuÃ©thary,75%,100%,Entire home/apt,29,185.0,"['email', 'phone']",2 baths,1000.0,Lili,356862,2.0,baths,356862
312,151050087,20,Sare,100%,100%,Entire home/apt,29,200.0,"['email', 'phone']",2 baths,1000.0,Mikel,24256731,2.0,baths,24256731
313,1860152,66,Biarritz,78%,100%,Entire home/apt,47,373.0,"['email', 'phone']",3 baths,1000.0,Daniel,368497,3.0,baths,368497
314,311614078,16,Hendaye,100%,33%,Entire home/apt,15,150.0,"['email', 'phone']",1.5 baths,319.0,Jose Luis,40325727,1.5,baths,40325727
317,2319191,200,Saint-Jean-de-Luz,80%,100%,Entire home/apt,31,90.0,"['email', 'phone']",1 bath,234.0,Gene,467058,1.0,bath,467058
318,416674101,2,Boucau,0%,100%,Entire home/apt,14,110.0,"['email', 'phone']",2 baths,1000.0,Cedric,51461302,2.0,baths,51461302
319,2322176,33,Biarritz,50%,90%,Private room,23,60.0,"['email', 'phone', 'work_email']",1 shared bath,1000.0,Alexandra,467907,1.0,shared bath,467907
320,25843555,39,Boucau,100%,100%,Entire home/apt,42,80.0,"['email', 'phone']",1 bath,1000.0,Cédric,43626489,1.0,bath,43626489
322,31471687,386,Boucau,100%,100%,Entire home/apt,33,53.0,"['email', 'phone']",1 bath,253.0,Helene,12139205,1.0,bath,12139205
323,348778987,5,Boucau,70%,100%,Entire home/apt,32,120.0,"['email', 'phone']",1 bath,267.0,Chris,668433555939432313,1.0,bath,668433555939432313
324,469804425,3,Boucau,100%,100%,Entire home/apt,32,50.0,['phone'],1 bath,239.0,Marilou,672343117124427632,1.0,bath,672343117124427632
325,2417648,43,Hendaye,73%,100%,Entire home/apt,34,85.0,"['email', 'phone']",1 bath,1000.0,Ascen,488614,1.0,bath,488614
326,48849320,13,Hendaye,88%,100%,Entire home/apt,42,240.0,"['email', 'phone']",2 baths,1000.0,Miren,34188516,2.0,baths,34188516
327,2477534,96,Biarritz,67%,100%,Entire home/apt,15,42.0,"['email', 'phone']",1 bath,1000.0,Tamara,502149,1.0,bath,502149
328,2503298,37,Bayonne,100%,100%,Entire home/apt,26,72.0,"['email', 'phone']",1 bath,1000.0,Marion,507979,1.0,bath,507979
330,1547905,94,Biarritz,46%,100%,Entire home/apt,21,80.0,"['email', 'phone']",1 bath,1000.0,Regine,514652,1.0,bath,514652
331,112888957,2,Boucau,93%,92%,Entire home/apt,18,15.0,"['email', 'phone']",1 bath,1000.0,Franziska - Interhome Group,18539685,1.0,bath,18539685
332,133146931,49,Boucau,96%,100%,Entire home/apt,53,35.0,['phone'],1 bath,1000.0,Marie,49821332,1.0,bath,49821332
333,1338651,19,Hendaye,74%,100%,Entire home/apt,27,239.0,"['email', 'phone']",2 baths,1000.0,Juan Jose,51483747,2.0,baths,51483747
334,2613471,79,Biarritz,67%,90%,Entire home/apt,25,120.0,"['email', 'phone']",2 baths,1000.0,Constance,531719,2.0,baths,531719
335,529684,38,Biarritz,88%,100%,Private room,21,130.0,"['email', 'phone']",1 private bath,1000.0,Suliane,587663,1.0,private bath,587663
336,529684,129,Biarritz,88%,100%,Private room,20,85.0,"['email', 'phone']",1 private bath,819.0,Suliane,587736,1.0,private bath,587736
337,78058732,22,Hendaye,100%,91%,Entire home/apt,27,211.0,"['email', 'phone']",2 baths,1000.0,Eva Y Mikel,21895058,2.0,baths,21895058
338,529684,50,Biarritz,88%,100%,Private room,22,95.0,"['email', 'phone']",1 private bath,833.0,Suliane,587756,1.0,private bath,587756
340,85623620,2,Boucau,75%,100%,Entire home/apt,41,141.0,"['email', 'phone']",1 bath,531.0,Daniel,570839872934601806,1.0,bath,570839872934601806
342,2361360,56,Bayonne,50%,86%,Entire home/apt,42,106.0,"['email', 'phone']",1 bath,1000.0,Marguerite,661562,1.0,bath,661562
343,3348817,259,Biarritz,100%,100%,Entire home/apt,38,105.0,"['email', 'phone', 'work_email']",1 bath,938.0,Pascoe,663153,1.0,bath,663153
344,149419930,126,Boucau,97%,100%,Private room,29,36.0,"['email', 'phone']",1 private bath,410.0,Agathe,22936442,1.0,private bath,22936442
345,78058732,36,Hendaye,100%,91%,Entire home/apt,23,243.0,"['email', 'phone']",2 baths,1000.0,Eva Y Mikel,20741665,2.0,baths,20741665
346,67628452,14,Hendaye,95%,100%,Entire home/apt,32,110.0,"['email', 'phone']",1 bath,366.0,Maria Victoria,649216784891537451,1.0,bath,649216784891537451
347,3357149,83,Saint-Jean-de-Luz,58%,100%,Entire home/apt,23,124.0,"['email', 'phone']",1 bath,1000.0,Marie,664467,1.0,bath,664467
348,142883466,73,Hendaye,95%,100%,Private room,20,50.0,"['email', 'phone', 'work_email']",1.5 baths,1000.0,José Gregorio,27751192,1.5,baths,27751192
350,3364315,20,Saint-Jean-de-Luz,100%,100%,Entire home/apt,50,132.0,"['email', 'phone']",1 bath,1000.0,Dana,665643,1.0,bath,665643
351,230679878,15,Boucau,100%,100%,Entire home/apt,39,80.0,['phone'],1 bath,808.0,Sandra,48545343,1.0,bath,48545343
353,355033711,10,Boucau,50%,100%,Entire home/apt,52,165.0,"['email', 'phone']",1 bath,1000.0,Julien,44148826,1.0,bath,44148826
354,3462574,236,Biarritz,98%,100%,Entire home/apt,20,69.0,"['email', 'phone']",1 bath,1000.0,Monique,680185,1.0,bath,680185
355,4524538,20,Boucau,100%,100%,Entire home/apt,53,99.0,"['email', 'phone']",1 bath,1000.0,Cécile Et Laurent,862984,1.0,bath,862984
356,361710,82,La Bastide-Clairence,94%,100%,Entire home/apt,27,79.0,"['email', 'phone']",1 bath,1000.0,Cathy,706654,1.0,bath,706654
358,361710,19,La Bastide-Clairence,94%,100%,Entire home/apt,30,79.0,"['email', 'phone']",1 bath,1000.0,Cathy,707971,1.0,bath,707971
360,3809993,187,Biarritz,66%,100%,Entire home/apt,37,69.0,"['email', 'phone']",1 bath,993.0,Frédérique,731936,1.0,bath,731936
361,142883466,51,Hendaye,95%,100%,Private room,18,50.0,"['email', 'phone', 'work_email']",1.5 shared baths,686.0,José Gregorio,27751080,1.5,shared baths,27751080
362,6069913,45,Hendaye,88%,67%,Entire home/apt,19,100.0,"['email', 'phone']",1 bath,436.0,Eduvigis,23135935,1.0,bath,23135935
363,3811485,7,Biarritz,64%,100%,Entire home/apt,37,136.0,"['email', 'phone']",1 bath,1000.0,Marie Helene,732199,1.0,bath,732199
364,3809993,118,Biarritz,66%,100%,Entire home/apt,39,61.0,"['email', 'phone']",1 bath,302.0,Frédérique,738388,1.0,bath,738388
365,3866257,6,Biarritz,40%,100%,Entire home/apt,53,247.0,"['email', 'phone', 'work_email']",2 baths,889.0,Pierre,739301,2.0,baths,739301
366,95652123,1,Hendaye,100%,100%,Entire home/apt,31,95.0,"['email', 'phone']",1 bath,162.0,Sylvia,659774749073567426,1.0,bath,659774749073567426
367,3899844,59,Biarritz,100%,100%,Entire home/apt,29,123.0,"['email', 'phone']",1 bath,565.0,Anne Marie,744138,1.0,bath,744138
368,3973708,21,Biarritz,54%,100%,Entire home/apt,37,329.0,"['email', 'phone']",1 bath,1000.0,Alexandra,755161,1.0,bath,755161
369,386600491,27,ArnÃ©guy,100%,100%,Entire home/apt,50,65.0,"['email', 'phone']",1 bath,1000.0,Louisette,48442390,1.0,bath,48442390
370,133146931,22,Boucau,96%,100%,Entire home/apt,9,45.0,['phone'],1 bath,1000.0,Marie,628989870129706274,1.0,bath,628989870129706274
371,378117723,19,Hendaye,100%,100%,Private room,52,186.0,"['email', 'phone']",1 private bath,939.0,Elixabete,46852912,1.0,private bath,46852912
372,4058826,27,Bidart,78%,75%,Entire home/apt,51,300.0,"['email', 'phone']",2 baths,1000.0,Suzie,769404,2.0,baths,769404
373,6266942,6,Ascain,0%,100%,Entire home/apt,66,530.0,"['email', 'phone']",4.5 baths,726.0,Éric,1142805,4.5,baths,1142805
374,4929083,337,Biarritz,98%,100%,Entire home/apt,31,91.0,"['email', 'phone']",1 bath,1000.0,Ashleigh,1152915,1.0,bath,1152915
375,4063837,54,Sare,78%,100%,Entire home/apt,25,300.0,"['email', 'phone']",4 baths,306.0,Laurent,770327,4.0,baths,770327
378,6224578,30,Saint-Jean-de-Luz,90%,100%,Entire home/apt,18,180.0,"['email', 'phone']",2 baths,608.0,Isabelle,1155555,2.0,baths,1155555
379,4905980,20,Hasparren,73%,90%,Entire home/apt,30,142.0,"['email', 'phone']",3 baths,1000.0,Jean Bernard,1165629,3.0,baths,1165629
381,4146742,82,Itxassou,63%,60%,Entire home/apt,17,56.0,"['email', 'phone']",1 bath,1000.0,Marie Noelle,787080,1.0,bath,787080
382,5747476,41,Ascarat,80%,100%,Entire home/apt,29,45.0,"['email', 'phone']",1 bath,691.0,Delphine,1178882,1.0,bath,1178882
383,6093447,86,Biarritz,100%,100%,Entire home/apt,7,59.0,"['email', 'phone']",1 bath,893.0,Adrien,1194413,1.0,bath,1194413
384,6542760,161,Biarritz,77%,100%,Entire home/apt,43,89.0,"['email', 'phone']",1 bath,1000.0,Sophie,1197701,1.0,bath,1197701
385,4155851,164,Biarritz,97%,100%,Entire home/apt,30,64.0,"['email', 'phone']",1 bath,1000.0,Marie,788451,1.0,bath,788451
386,2332729,32,Biarritz,0%,43%,Entire home/apt,27,100.0,"['email', 'phone']",2 baths,1000.0,Amandine,1205906,2.0,baths,1205906
387,4165545,37,Biarritz,95%,100%,Entire home/apt,51,161.0,"['email', 'phone']",2 baths,1000.0,Vanessa,790578,2.0,baths,790578
388,4179343,49,Anglet,100%,100%,Entire home/apt,17,45.0,"['email', 'phone']",1 bath,1000.0,Isabelle,793158,1.0,bath,793158
389,6594663,17,Biarritz,100%,100%,Entire home/apt,32,115.0,"['email', 'phone']",1 bath,986.0,Claire,1207952,1.0,bath,1207952
390,4202933,28,Anglet,64%,100%,Entire home/apt,27,90.0,"['email', 'phone']",1 bath,316.0,Emmanuelle,798097,1.0,bath,798097
391,6598885,41,Biarritz,100%,100%,Private room,47,59.0,"['email', 'phone']",1 private bath,863.0,Sabine,1208298,1.0,private bath,1208298
392,4182822,3,Bidart,100%,100%,Entire home/apt,53,254.0,"['email', 'phone']",2 baths,842.0,Aguer,799586,2.0,baths,799586
393,6615872,62,Saint-Jean-de-Luz,96%,100%,Entire home/apt,57,97.0,"['email', 'phone']",2 baths,1000.0,Marijo,1211699,2.0,baths,1211699
394,4247469,62,Uhart-Cize,81%,100%,Entire home/apt,50,50.0,"['email', 'phone']",1 bath,901.0,Serge,806989,1.0,bath,806989
395,4281301,48,Saint-Jean-de-Luz,100%,100%,Entire home/apt,19,64.0,"['email', 'phone']",1 bath,1000.0,Daniel,825232,1.0,bath,825232
